Year,Country,State,Bacteria,Antibiotic,Resistance%,Resistant_Count,Number_of_Isolates,Specimen_Type,Age_Group,Percent_Male,Lab_Method,MDR_Flag
2015,India,Tamil Nadu,Klebsiella pneumoniae,Amikacin,32.6,95,291,Blood,41-60,55,Disk Diffusion,0
2018,Uk,Scotland,Klebsiella pneumoniae,Amikacin,27.2,52,192,CSF,21-40,50,MIC (Automated),0
2021,Usa,California,Staphylococcus aureus,Ciprofloxacin,27.7,57,205,CSF,60+,50,MIC (Automated),0
2018,Usa,Texas,E.coli,Oxacillin,31.3,56,180,Blood,41-60,45,MIC (Automated),0
2022,Uk,England,Staphylococcus aureus,Amikacin,25.6,55,213,Sputum,Nov-20,45,E-test,0
2020,Usa,New York,Pseudomonas aeruginosa,Oxacillin,27.6,59,214,Blood,Nov-20,45,MIC (Automated),0
2021,Usa,Florida,Klebsiella pneumoniae,Ciprofloxacin,37.5,100,268,Wound,21-40,55,Disk Diffusion,0
2015,India,Delhi,Pseudomonas aeruginosa,Oxacillin,29.4,30,103,Blood,41-60,45,Broth Microdilution,0
2016,Usa,New York,E.coli,Amikacin,25.5,61,240,Sputum,0-10,55,E-test,0
2018,Usa,California,E.coli,Amikacin,31.9,42,131,Urine,41-60,45,E-test,0
2024,India,Delhi,Klebsiella pneumoniae,Oxacillin,43.9,78,178,Wound,41-60,50,Broth Microdilution,0
2016,India,Kerala,E.coli,Oxacillin,45.0,95,212,Wound,21-40,50,Broth Microdilution,0
2015,India,Delhi,E.coli,Ciprofloxacin,27.7,63,229,Sputum,60+,55,Broth Microdilution,0
2024,India,Tamil Nadu,E.coli,Amikacin,25.0,57,227,Wound,21-40,45,MIC (Automated),0
2019,Usa,California,Klebsiella pneumoniae,Ciprofloxacin,38.6,103,267,Blood,60+,45,MIC (Automated),0
2020,India,Tamil Nadu,E.coli,Oxacillin,32.1,43,135,Urine,41-60,50,Disk Diffusion,0
2017,Usa,Texas,Staphylococcus aureus,Meropenem,18.6,54,289,Sputum,60+,55,Broth Microdilution,0
2022,Usa,Texas,E.coli,Meropenem,30.9,66,215,Urine,60+,55,MIC (Automated),0
2021,Uk,Wales,Pseudomonas aeruginosa,Ciprofloxacin,24.8,41,167,Blood,60+,50,Broth Microdilution,0
2022,India,Delhi,Staphylococcus aureus,Ciprofloxacin,46.3,89,192,Wound,41-60,55,MIC (Automated),0
2015,Usa,Texas,Pseudomonas aeruginosa,Ciprofloxacin,34.4,81,235,CSF,41-60,55,Broth Microdilution,0
2022,India,Kerala,Klebsiella pneumoniae,Amikacin,35.3,32,91,Urine,21-40,55,Broth Microdilution,0
2023,Usa,California,Staphylococcus aureus,Oxacillin,27.5,101,366,Urine,60+,55,E-test,0
2017,Usa,New York,Staphylococcus aureus,Meropenem,25.9,59,227,Wound,21-40,55,MIC (Automated),0
2024,Usa,Florida,Klebsiella pneumoniae,Oxacillin,41.0,64,157,Urine,0-10,55,Broth Microdilution,0
2020,India,Maharashtra,Staphylococcus aureus,Ciprofloxacin,34.6,87,252,Wound,0-10,50,Disk Diffusion,0
2021,Uk,England,Pseudomonas aeruginosa,Amikacin,21.1,60,282,Urine,21-40,55,Disk Diffusion,0
2022,Usa,Florida,E.coli,Ciprofloxacin,47.6,155,325,Urine,60+,50,MIC (Automated),0
2019,Usa,California,Pseudomonas aeruginosa,Meropenem,33.4,79,237,Sputum,41-60,45,Broth Microdilution,0
2020,Uk,Wales,Klebsiella pneumoniae,Oxacillin,30.9,62,202,Urine,0-10,50,Broth Microdilution,0
2024,India,Kerala,E.coli,Ciprofloxacin,41.4,77,185,CSF,41-60,45,E-test,0
2019,India,Tamil Nadu,Pseudomonas aeruginosa,Oxacillin,28.2,95,338,CSF,60+,45,E-test,0
2016,Usa,New York,E.coli,Ciprofloxacin,21.9,54,245,CSF,41-60,50,MIC (Automated),0
2018,Usa,Texas,Klebsiella pneumoniae,Amikacin,34.8,84,240,CSF,Nov-20,55,MIC (Automated),0
2016,Uk,England,E.coli,Oxacillin,14.8,24,163,CSF,21-40,45,Disk Diffusion,0
2020,India,Kerala,Pseudomonas aeruginosa,Meropenem,38.0,78,206,Blood,21-40,45,Broth Microdilution,0
2020,Usa,California,Klebsiella pneumoniae,Ciprofloxacin,33.7,91,271,Urine,0-10,55,MIC (Automated),0
2017,Uk,Scotland,Klebsiella pneumoniae,Meropenem,33.3,66,199,CSF,Nov-20,45,Disk Diffusion,0
2024,India,Kerala,Staphylococcus aureus,Ciprofloxacin,46.6,48,103,Sputum,0-10,55,Disk Diffusion,0
2015,Uk,Northern Ireland,Klebsiella pneumoniae,Oxacillin,24.3,77,315,Urine,21-40,55,MIC (Automated),0
2022,India,Tamil Nadu,E.coli,Amikacin,23.7,28,119,Sputum,0-10,50,MIC (Automated),0
2022,India,Tamil Nadu,Pseudomonas aeruginosa,Ciprofloxacin,41.6,64,153,Urine,41-60,45,E-test,0
2021,Uk,England,Klebsiella pneumoniae,Meropenem,27.7,54,196,Blood,Nov-20,50,Disk Diffusion,0
2024,Usa,Florida,Pseudomonas aeruginosa,Oxacillin,38.6,68,175,Wound,21-40,45,MIC (Automated),0
2023,Uk,Northern Ireland,Pseudomonas aeruginosa,Ciprofloxacin,32.5,85,262,Blood,21-40,50,Disk Diffusion,0
2022,Usa,Texas,Pseudomonas aeruginosa,Ciprofloxacin,36.5,85,234,Blood,41-60,45,MIC (Automated),0
2015,Usa,New York,E.coli,Meropenem,24.3,59,243,Wound,Nov-20,50,Broth Microdilution,0
2019,Uk,Northern Ireland,Pseudomonas aeruginosa,Ciprofloxacin,36.7,103,282,Blood,60+,45,Disk Diffusion,0
2015,India,Maharashtra,E.coli,Oxacillin,24.3,52,215,Blood,41-60,55,MIC (Automated),0
2024,Usa,Florida,E.coli,Amikacin,36.0,67,186,Blood,0-10,50,Disk Diffusion,0
2017,Usa,New York,E.coli,Oxacillin,30.9,50,161,Urine,Nov-20,55,E-test,0
2020,Uk,Northern Ireland,Staphylococcus aureus,Oxacillin,31.6,70,223,Wound,21-40,45,E-test,0
2019,Uk,Scotland,Pseudomonas aeruginosa,Oxacillin,15.6,12,78,CSF,21-40,50,Broth Microdilution,0
2021,India,Kerala,Pseudomonas aeruginosa,Ciprofloxacin,31.6,67,211,CSF,21-40,45,Disk Diffusion,0
2015,India,Maharashtra,E.coli,Meropenem,29.2,58,200,Wound,60+,45,Disk Diffusion,0
2016,India,Maharashtra,Pseudomonas aeruginosa,Meropenem,31.1,47,150,Wound,41-60,50,Broth Microdilution,0
2021,India,Kerala,E.coli,Amikacin,27.7,31,112,Wound,60+,45,E-test,0
2019,Uk,Wales,Staphylococcus aureus,Ciprofloxacin,24.3,60,247,Wound,41-60,50,MIC (Automated),0
2020,Uk,Wales,Klebsiella pneumoniae,Ciprofloxacin,35.6,96,271,Blood,21-40,50,E-test,0
2024,Uk,Scotland,Pseudomonas aeruginosa,Oxacillin,32.8,104,318,Sputum,21-40,55,E-test,0
2021,Uk,Scotland,Pseudomonas aeruginosa,Amikacin,24.6,28,113,Sputum,Nov-20,50,E-test,0
2022,India,Kerala,E.coli,Oxacillin,49.6,114,230,Blood,Nov-20,50,E-test,0
2019,Uk,Northern Ireland,Pseudomonas aeruginosa,Meropenem,23.9,25,104,Sputum,60+,45,E-test,0
2024,Usa,New York,Staphylococcus aureus,Meropenem,36.5,69,190,Wound,21-40,45,Disk Diffusion,0
2021,India,Delhi,Pseudomonas aeruginosa,Oxacillin,38.7,73,189,CSF,60+,55,Broth Microdilution,0
2022,India,Tamil Nadu,Pseudomonas aeruginosa,Oxacillin,39.2,76,194,Blood,0-10,45,MIC (Automated),0
2018,Usa,Florida,Pseudomonas aeruginosa,Ciprofloxacin,35.7,55,155,CSF,60+,55,MIC (Automated),0
2020,Usa,Florida,Klebsiella pneumoniae,Oxacillin,41.0,68,165,Wound,60+,45,Broth Microdilution,0
2021,India,Tamil Nadu,E.coli,Amikacin,33.0,85,259,Blood,0-10,50,MIC (Automated),0
2017,Usa,New York,Staphylococcus aureus,Oxacillin,34.8,47,135,Sputum,Nov-20,55,Disk Diffusion,0
2016,Uk,Northern Ireland,Pseudomonas aeruginosa,Amikacin,30.5,67,220,Blood,41-60,45,MIC (Automated),0
2021,India,Kerala,Klebsiella pneumoniae,Meropenem,35.4,11,30,CSF,21-40,45,MIC (Automated),0
2023,Usa,California,E.coli,Amikacin,23.6,37,158,Blood,60+,55,Broth Microdilution,0
2019,Uk,Scotland,Pseudomonas aeruginosa,Ciprofloxacin,29.1,69,238,Sputum,Nov-20,55,Broth Microdilution,0
2024,Usa,New York,Klebsiella pneumoniae,Amikacin,28.6,117,410,Urine,41-60,45,E-test,0
2015,Uk,Wales,E.coli,Ciprofloxacin,24.4,72,294,Urine,60+,50,E-test,0
2019,Uk,Scotland,Klebsiella pneumoniae,Meropenem,28.3,53,188,CSF,41-60,45,Disk Diffusion,0
2024,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,29.0,50,174,CSF,0-10,45,Disk Diffusion,0
2020,Uk,Northern Ireland,Klebsiella pneumoniae,Ciprofloxacin,27.5,69,251,Blood,41-60,50,Disk Diffusion,0
2018,India,Maharashtra,Pseudomonas aeruginosa,Ciprofloxacin,43.0,94,218,Sputum,0-10,55,MIC (Automated),0
2022,Usa,California,Pseudomonas aeruginosa,Oxacillin,37.4,11,30,Urine,21-40,50,MIC (Automated),0
2020,Uk,Scotland,Pseudomonas aeruginosa,Ciprofloxacin,34.2,121,353,CSF,0-10,50,Disk Diffusion,0
2020,India,Maharashtra,Klebsiella pneumoniae,Meropenem,39.6,65,165,CSF,0-10,55,MIC (Automated),0
2021,India,Tamil Nadu,E.coli,Meropenem,42.3,112,265,Sputum,41-60,55,E-test,0
2015,Uk,Wales,Staphylococcus aureus,Meropenem,24.4,78,321,Blood,0-10,50,E-test,0
2022,India,Delhi,Staphylococcus aureus,Oxacillin,41.2,106,257,Wound,21-40,55,MIC (Automated),0
2023,Uk,Northern Ireland,Staphylococcus aureus,Meropenem,37.2,110,297,Blood,0-10,50,Broth Microdilution,0
2023,Uk,England,Staphylococcus aureus,Meropenem,36.0,59,163,Sputum,60+,50,MIC (Automated),0
2024,India,Maharashtra,Klebsiella pneumoniae,Meropenem,36.7,104,284,Blood,0-10,55,E-test,0
2022,India,Tamil Nadu,E.coli,Oxacillin,39.4,87,221,CSF,21-40,50,Disk Diffusion,0
2024,Usa,California,Staphylococcus aureus,Meropenem,25.3,8,30,Urine,21-40,50,MIC (Automated),0
2020,Usa,New York,Staphylococcus aureus,Ciprofloxacin,32.5,106,327,CSF,Nov-20,50,Broth Microdilution,0
2023,Uk,England,Staphylococcus aureus,Oxacillin,25.0,38,153,CSF,21-40,55,Broth Microdilution,0
2024,India,Delhi,Pseudomonas aeruginosa,Meropenem,43.1,78,180,Sputum,Nov-20,55,Broth Microdilution,0
2023,Uk,Wales,E.coli,Meropenem,26.7,50,187,Blood,0-10,45,MIC (Automated),0
2022,Uk,Northern Ireland,Pseudomonas aeruginosa,Ciprofloxacin,38.8,59,153,Blood,Nov-20,45,MIC (Automated),0
2022,Usa,California,Klebsiella pneumoniae,Ciprofloxacin,37.5,18,49,Wound,21-40,55,Broth Microdilution,0
2015,Uk,Northern Ireland,E.coli,Amikacin,31.7,94,295,Wound,0-10,55,E-test,0
2024,India,Kerala,Pseudomonas aeruginosa,Oxacillin,52.8,121,229,Sputum,21-40,50,Broth Microdilution,1
2016,Uk,Wales,Klebsiella pneumoniae,Oxacillin,29.1,19,64,Urine,0-10,45,Disk Diffusion,0
2023,Usa,Florida,Staphylococcus aureus,Amikacin,28.1,47,168,Urine,41-60,45,E-test,0
2023,Usa,Florida,E.coli,Oxacillin,44.7,139,311,CSF,60+,50,Broth Microdilution,0
2020,Uk,England,Pseudomonas aeruginosa,Amikacin,35.2,77,218,Wound,0-10,45,E-test,0
2022,Uk,Scotland,Staphylococcus aureus,Ciprofloxacin,43.6,105,241,Sputum,Nov-20,45,Disk Diffusion,0
2018,Uk,Scotland,Pseudomonas aeruginosa,Oxacillin,32.5,127,391,Wound,60+,50,Disk Diffusion,0
2015,Uk,England,E.coli,Meropenem,12.8,40,313,Urine,0-10,55,Disk Diffusion,0
2020,Uk,Northern Ireland,E.coli,Ciprofloxacin,36.8,148,401,CSF,21-40,50,Disk Diffusion,0
2015,Usa,Texas,E.coli,Ciprofloxacin,35.0,77,219,CSF,0-10,55,Disk Diffusion,0
2015,India,Maharashtra,E.coli,Ciprofloxacin,38.6,85,221,Wound,41-60,45,Broth Microdilution,0
2021,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,36.7,67,183,Blood,0-10,50,Broth Microdilution,0
2021,Usa,Florida,Klebsiella pneumoniae,Meropenem,26.3,58,221,Wound,60+,55,Broth Microdilution,0
2016,Usa,Texas,E.coli,Meropenem,26.2,59,226,Sputum,60+,45,Disk Diffusion,0
2023,Uk,Wales,E.coli,Amikacin,40.4,50,123,Sputum,21-40,55,E-test,0
2022,Usa,Texas,Klebsiella pneumoniae,Oxacillin,40.8,41,100,Sputum,Nov-20,50,Broth Microdilution,0
2018,Usa,Texas,Staphylococcus aureus,Oxacillin,31.7,88,278,CSF,41-60,50,Broth Microdilution,0
2017,India,Tamil Nadu,Pseudomonas aeruginosa,Oxacillin,29.5,41,139,Urine,60+,45,Broth Microdilution,0
2018,Uk,Northern Ireland,E.coli,Ciprofloxacin,21.3,55,258,Sputum,41-60,45,MIC (Automated),0
2021,Uk,Wales,Staphylococcus aureus,Meropenem,23.3,64,273,Sputum,0-10,50,Broth Microdilution,0
2024,India,Kerala,E.coli,Meropenem,45.2,93,206,Sputum,41-60,50,MIC (Automated),0
2020,Usa,Florida,E.coli,Amikacin,31.0,65,211,Sputum,Nov-20,55,Disk Diffusion,0
2015,Usa,Florida,Pseudomonas aeruginosa,Amikacin,19.8,29,148,Sputum,Nov-20,45,E-test,0
2016,Uk,Wales,E.coli,Ciprofloxacin,21.9,40,182,Urine,21-40,55,Broth Microdilution,0
2018,India,Tamil Nadu,Staphylococcus aureus,Meropenem,34.0,34,99,CSF,60+,45,Disk Diffusion,0
2020,Uk,Scotland,E.coli,Ciprofloxacin,32.5,69,212,CSF,21-40,50,MIC (Automated),0
2018,Uk,Scotland,E.coli,Ciprofloxacin,31.8,50,156,Urine,41-60,55,MIC (Automated),0
2021,India,Kerala,Staphylococcus aureus,Meropenem,39.5,76,192,Blood,41-60,55,MIC (Automated),0
2018,Uk,Northern Ireland,E.coli,Meropenem,21.4,54,253,Wound,41-60,55,MIC (Automated),0
2018,Usa,Florida,E.coli,Meropenem,21.4,48,224,Blood,41-60,50,MIC (Automated),0
2018,India,Tamil Nadu,Klebsiella pneumoniae,Amikacin,35.0,84,241,Sputum,60+,45,Broth Microdilution,0
2016,India,Tamil Nadu,Pseudomonas aeruginosa,Oxacillin,25.4,47,187,Wound,41-60,50,Broth Microdilution,0
2018,India,Delhi,Staphylococcus aureus,Ciprofloxacin,37.7,82,217,Urine,21-40,45,E-test,0
2018,Uk,Northern Ireland,Staphylococcus aureus,Meropenem,21.4,50,235,Wound,41-60,45,E-test,0
2022,India,Maharashtra,Klebsiella pneumoniae,Ciprofloxacin,39.4,60,153,Urine,0-10,55,MIC (Automated),0
2023,Uk,Northern Ireland,Klebsiella pneumoniae,Amikacin,33.9,87,258,Blood,21-40,50,Broth Microdilution,0
2017,Usa,Florida,E.coli,Ciprofloxacin,35.3,63,179,Blood,21-40,55,Broth Microdilution,0
2017,Uk,Wales,Staphylococcus aureus,Ciprofloxacin,25.2,49,195,Urine,21-40,55,Broth Microdilution,0
2023,India,Tamil Nadu,E.coli,Ciprofloxacin,40.8,86,211,Blood,Nov-20,45,Broth Microdilution,0
2019,Usa,New York,Klebsiella pneumoniae,Amikacin,40.8,80,197,Blood,Nov-20,45,Disk Diffusion,0
2016,Uk,Northern Ireland,Klebsiella pneumoniae,Amikacin,19.5,66,338,Urine,Nov-20,45,Broth Microdilution,0
2015,Usa,New York,Staphylococcus aureus,Meropenem,23.7,66,278,Sputum,21-40,50,E-test,0
2017,India,Delhi,Pseudomonas aeruginosa,Amikacin,36.8,106,288,CSF,41-60,55,Broth Microdilution,0
2018,India,Maharashtra,Staphylococcus aureus,Amikacin,23.5,35,150,Blood,Nov-20,50,Disk Diffusion,0
2022,Uk,England,Klebsiella pneumoniae,Ciprofloxacin,38.5,90,234,Sputum,41-60,50,MIC (Automated),0
2021,Usa,Texas,Staphylococcus aureus,Amikacin,34.8,10,30,Sputum,41-60,45,Disk Diffusion,0
2021,Uk,Wales,Klebsiella pneumoniae,Meropenem,28.9,59,205,Wound,Nov-20,45,Disk Diffusion,0
2015,Usa,Texas,Staphylococcus aureus,Ciprofloxacin,16.0,77,480,CSF,60+,55,Broth Microdilution,0
2020,Uk,Scotland,Pseudomonas aeruginosa,Oxacillin,36.5,59,161,Urine,41-60,55,Disk Diffusion,0
2017,Uk,Northern Ireland,Klebsiella pneumoniae,Amikacin,24.9,52,208,CSF,0-10,45,Disk Diffusion,0
2018,India,Kerala,Pseudomonas aeruginosa,Meropenem,25.9,68,264,CSF,60+,50,Disk Diffusion,0
2020,India,Delhi,E.coli,Meropenem,25.9,44,170,Sputum,0-10,50,Disk Diffusion,0
2016,Uk,Northern Ireland,Pseudomonas aeruginosa,Oxacillin,25.1,59,237,Wound,0-10,55,E-test,0
2017,India,Maharashtra,Staphylococcus aureus,Meropenem,30.4,36,119,Blood,41-60,45,Broth Microdilution,0
2016,Uk,England,Klebsiella pneumoniae,Ciprofloxacin,37.6,54,144,Urine,41-60,55,Broth Microdilution,0
2023,Uk,England,Pseudomonas aeruginosa,Oxacillin,36.6,15,42,Blood,60+,50,MIC (Automated),0
2015,India,Tamil Nadu,Pseudomonas aeruginosa,Oxacillin,27.5,103,375,Wound,60+,50,E-test,0
2017,India,Delhi,Pseudomonas aeruginosa,Oxacillin,48.8,116,237,Sputum,60+,50,Disk Diffusion,0
2015,Usa,California,E.coli,Ciprofloxacin,22.4,44,195,Sputum,0-10,45,Broth Microdilution,0
2017,Uk,Northern Ireland,Pseudomonas aeruginosa,Meropenem,15.3,37,239,Wound,60+,50,E-test,0
2018,Uk,Northern Ireland,Staphylococcus aureus,Oxacillin,26.6,69,258,CSF,Nov-20,55,MIC (Automated),0
2015,India,Kerala,Klebsiella pneumoniae,Oxacillin,34.3,66,193,Wound,0-10,45,E-test,0
2023,Usa,Texas,Pseudomonas aeruginosa,Ciprofloxacin,34.4,56,162,Urine,41-60,55,Broth Microdilution,0
2023,India,Kerala,E.coli,Ciprofloxacin,38.8,93,240,Blood,21-40,45,Disk Diffusion,0
2015,Uk,Wales,Pseudomonas aeruginosa,Meropenem,18.7,33,176,Blood,60+,50,E-test,0
2016,Usa,Florida,Klebsiella pneumoniae,Amikacin,31.2,53,169,Sputum,Nov-20,55,E-test,0
2021,India,Tamil Nadu,Pseudomonas aeruginosa,Meropenem,37.2,81,218,Urine,41-60,45,Broth Microdilution,0
2015,Uk,Wales,Klebsiella pneumoniae,Ciprofloxacin,35.8,78,218,Blood,21-40,50,MIC (Automated),0
2024,Uk,Northern Ireland,Staphylococcus aureus,Ciprofloxacin,34.2,100,293,CSF,41-60,50,E-test,0
2017,India,Delhi,Staphylococcus aureus,Ciprofloxacin,28.6,46,161,CSF,Nov-20,45,Disk Diffusion,0
2019,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,38.7,114,295,Urine,60+,50,E-test,0
2016,Uk,Northern Ireland,Klebsiella pneumoniae,Ciprofloxacin,28.8,62,217,CSF,41-60,45,MIC (Automated),0
2024,Usa,California,E.coli,Amikacin,30.6,69,227,Sputum,60+,50,MIC (Automated),0
2017,Uk,England,Staphylococcus aureus,Amikacin,27.8,59,213,CSF,60+,45,Broth Microdilution,0
2018,India,Delhi,Pseudomonas aeruginosa,Meropenem,46.9,134,285,Urine,0-10,55,MIC (Automated),0
2024,Uk,England,Klebsiella pneumoniae,Meropenem,30.5,9,30,Blood,0-10,50,MIC (Automated),0
2021,India,Maharashtra,E.coli,Meropenem,48.4,162,335,Wound,21-40,50,Broth Microdilution,0
2022,Usa,Florida,E.coli,Meropenem,36.3,29,79,Blood,21-40,50,MIC (Automated),0
2019,Usa,Florida,Staphylococcus aureus,Meropenem,28.3,63,222,Wound,60+,55,Disk Diffusion,0
2023,India,Kerala,Pseudomonas aeruginosa,Ciprofloxacin,47.0,80,170,Urine,21-40,45,Disk Diffusion,0
2018,India,Tamil Nadu,Pseudomonas aeruginosa,Meropenem,37.8,92,244,Blood,21-40,55,E-test,0
2016,Usa,California,Staphylococcus aureus,Oxacillin,25.3,26,104,CSF,0-10,45,MIC (Automated),0
2019,Uk,Scotland,Staphylococcus aureus,Amikacin,23.2,40,171,CSF,21-40,45,E-test,0
2016,Usa,New York,E.coli,Meropenem,29.6,46,156,Blood,Nov-20,55,Broth Microdilution,0
2022,India,Maharashtra,E.coli,Oxacillin,29.8,66,221,Sputum,Nov-20,45,Disk Diffusion,0
2018,Uk,Wales,E.coli,Oxacillin,24.5,21,85,Wound,Nov-20,45,MIC (Automated),0
2018,Usa,Texas,Staphylococcus aureus,Ciprofloxacin,33.2,48,145,Blood,Nov-20,45,E-test,0
2024,India,Maharashtra,Staphylococcus aureus,Oxacillin,41.5,112,269,Urine,41-60,50,Broth Microdilution,0
2018,India,Maharashtra,Pseudomonas aeruginosa,Amikacin,31.5,31,97,CSF,Nov-20,55,E-test,0
2017,Uk,Wales,Pseudomonas aeruginosa,Oxacillin,28.0,71,254,Sputum,60+,55,Disk Diffusion,0
2015,India,Delhi,Staphylococcus aureus,Ciprofloxacin,27.1,33,120,Blood,41-60,55,Broth Microdilution,0
2017,India,Tamil Nadu,Pseudomonas aeruginosa,Ciprofloxacin,38.0,75,198,Urine,Nov-20,50,Broth Microdilution,0
2022,Usa,Florida,Staphylococcus aureus,Ciprofloxacin,32.5,89,273,Wound,41-60,50,E-test,0
2017,India,Maharashtra,Klebsiella pneumoniae,Ciprofloxacin,48.0,79,165,Wound,21-40,55,E-test,0
2017,Uk,Scotland,E.coli,Meropenem,10.4,14,139,CSF,0-10,45,MIC (Automated),0
2020,Usa,Texas,E.coli,Oxacillin,37.8,40,106,Sputum,0-10,55,E-test,0
2021,India,Maharashtra,Staphylococcus aureus,Ciprofloxacin,52.0,111,214,CSF,21-40,45,Broth Microdilution,1
2024,Uk,England,Pseudomonas aeruginosa,Oxacillin,31.5,47,148,Blood,0-10,45,Disk Diffusion,0
2019,Uk,Northern Ireland,Klebsiella pneumoniae,Meropenem,38.1,89,234,Wound,21-40,50,E-test,0
2019,Uk,Northern Ireland,Klebsiella pneumoniae,Ciprofloxacin,35.3,46,129,Sputum,Nov-20,50,E-test,0
2018,Usa,Florida,E.coli,Oxacillin,29.5,95,323,Blood,0-10,55,E-test,0
2021,Uk,England,Pseudomonas aeruginosa,Meropenem,37.9,72,191,Wound,41-60,55,Broth Microdilution,0
2019,India,Delhi,Klebsiella pneumoniae,Meropenem,42.4,82,193,Blood,60+,50,MIC (Automated),0
2024,Uk,Wales,Staphylococcus aureus,Ciprofloxacin,31.2,53,169,CSF,60+,45,Disk Diffusion,0
2019,Usa,Texas,Klebsiella pneumoniae,Amikacin,23.0,54,235,Wound,Nov-20,45,MIC (Automated),0
2024,Uk,Scotland,Pseudomonas aeruginosa,Meropenem,39.3,102,260,Wound,60+,50,E-test,0
2024,India,Maharashtra,Klebsiella pneumoniae,Amikacin,35.5,139,391,Sputum,41-60,55,MIC (Automated),0
2016,Usa,California,E.coli,Ciprofloxacin,25.2,76,301,Blood,60+,55,MIC (Automated),0
2016,India,Tamil Nadu,E.coli,Ciprofloxacin,40.6,97,238,Urine,Nov-20,50,MIC (Automated),0
2017,India,Tamil Nadu,Staphylococcus aureus,Oxacillin,32.4,95,294,Sputum,Nov-20,50,E-test,0
2023,Usa,California,Klebsiella pneumoniae,Amikacin,44.6,133,298,Sputum,21-40,45,Broth Microdilution,0
2021,Uk,Northern Ireland,Klebsiella pneumoniae,Oxacillin,31.9,65,203,CSF,60+,45,MIC (Automated),0
2016,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,40.1,67,168,Sputum,Nov-20,55,MIC (Automated),0
2023,Uk,Wales,Klebsiella pneumoniae,Ciprofloxacin,38.6,89,231,CSF,Nov-20,50,Broth Microdilution,0
2021,Uk,Wales,E.coli,Oxacillin,26.7,78,292,Urine,41-60,45,Disk Diffusion,0
2016,Uk,Wales,Staphylococcus aureus,Ciprofloxacin,18.3,31,168,CSF,41-60,55,MIC (Automated),0
2015,Uk,England,Pseudomonas aeruginosa,Amikacin,21.5,38,175,CSF,60+,55,MIC (Automated),0
2024,Uk,England,Pseudomonas aeruginosa,Ciprofloxacin,38.1,76,200,Sputum,41-60,45,MIC (Automated),0
2018,Uk,Scotland,Staphylococcus aureus,Amikacin,22.0,31,142,Sputum,60+,50,Broth Microdilution,0
2016,Uk,England,E.coli,Amikacin,20.5,42,207,Blood,60+,45,E-test,0
2022,Uk,Wales,Pseudomonas aeruginosa,Amikacin,37.8,88,234,Urine,60+,55,Broth Microdilution,0
2016,India,Delhi,Pseudomonas aeruginosa,Ciprofloxacin,30.7,66,215,Blood,Nov-20,50,Broth Microdilution,0
2015,Uk,Scotland,Staphylococcus aureus,Ciprofloxacin,23.1,39,169,Wound,60+,45,Broth Microdilution,0
2021,Usa,Florida,E.coli,Amikacin,27.6,62,223,Sputum,41-60,55,Disk Diffusion,0
2021,Usa,Florida,Pseudomonas aeruginosa,Amikacin,28.9,70,242,Wound,60+,55,E-test,0
2024,Uk,Northern Ireland,E.coli,Meropenem,24.3,53,220,Sputum,21-40,45,Disk Diffusion,0
2016,Uk,Wales,E.coli,Oxacillin,21.9,19,85,CSF,41-60,50,E-test,0
2022,Uk,England,Staphylococcus aureus,Oxacillin,29.2,35,120,Sputum,60+,55,Disk Diffusion,0
2018,Usa,California,E.coli,Meropenem,33.1,68,206,CSF,0-10,45,MIC (Automated),0
2017,Uk,Northern Ireland,E.coli,Ciprofloxacin,29.5,27,91,CSF,Nov-20,45,Disk Diffusion,0
2022,Usa,Florida,Pseudomonas aeruginosa,Amikacin,27.6,33,120,Wound,0-10,55,MIC (Automated),0
2018,Uk,Wales,Staphylococcus aureus,Meropenem,27.1,58,214,Sputum,60+,55,E-test,0
2022,India,Maharashtra,Pseudomonas aeruginosa,Oxacillin,43.6,116,267,CSF,41-60,45,Disk Diffusion,0
2023,Usa,California,E.coli,Ciprofloxacin,42.8,64,149,CSF,0-10,55,Disk Diffusion,0
2019,Uk,England,Pseudomonas aeruginosa,Oxacillin,33.8,63,186,Wound,0-10,55,Broth Microdilution,0
2024,Uk,Scotland,E.coli,Oxacillin,44.9,93,207,Blood,21-40,50,E-test,0
2024,Usa,California,Klebsiella pneumoniae,Meropenem,45.5,103,226,Sputum,Nov-20,50,Disk Diffusion,0
2017,Uk,England,Staphylococcus aureus,Meropenem,23.6,57,242,CSF,41-60,55,MIC (Automated),0
2017,Uk,England,E.coli,Ciprofloxacin,25.6,77,300,Urine,0-10,45,MIC (Automated),0
2017,Usa,New York,E.coli,Amikacin,19.7,54,273,Sputum,0-10,55,E-test,0
2022,India,Kerala,Pseudomonas aeruginosa,Meropenem,45.2,98,216,Blood,21-40,45,Broth Microdilution,0
2017,India,Kerala,Pseudomonas aeruginosa,Oxacillin,41.5,79,190,Sputum,41-60,55,Disk Diffusion,0
2021,Uk,England,E.coli,Meropenem,38.1,46,121,Urine,0-10,55,E-test,0
2015,Uk,England,Pseudomonas aeruginosa,Ciprofloxacin,31.6,59,186,Blood,21-40,55,MIC (Automated),0
2023,Uk,England,Pseudomonas aeruginosa,Ciprofloxacin,41.7,53,126,CSF,0-10,50,Disk Diffusion,0
